,Date,countyFIPS,StateFIPS,Cases,Death,Population,new_cases,new_deaths,Normalized cases,Normalized deaths,Log normalized cases,Log normalized deaths
121,2020-05-23,95465426,95140,1602345,95594,328239523,21836.0,1113.0,352.22941358051617,14.706356071428107,82.86987131327416,0.44518097574724746
122,2020-05-24,95465426,95140,1622633,96221,328239523,20288.0,627.0,309.5850268034883,8.497663368353425,74.09043267033306,0.008944803778120274
123,2020-05-25,95465426,95140,1642097,96843,328239523,19464.0,622.0,292.54130397924575,11.028592516489187,68.84778716673001,1.1035876014520711
124,2020-05-26,95465426,95140,1659929,97503,328239523,17832.0,660.0,263.3518125573059,9.310122711973841,68.3741393040724,0.0
125,2020-05-27,95465426,95140,1678388,98861,328239523,18459.0,1358.0,294.03255542082013,18.926477348346666,73.38305412783275,0.7949574814185916
126,2020-05-28,95465426,95140,1700839,100045,328239523,22451.0,1184.0,335.0209577410397,16.2705410392667,83.97409839800449,0.41412126235123564
127,2020-05-29,95465426,95140,1725658,101364,328239523,24819.0,1319.0,365.62856166521146,27.76143423912852,86.27892570646596,3.0615636029698594
128,2020-05-30,95465426,95140,1748173,102207,328239523,22515.0,843.0,341.3120819471755,11.896991639376063,77.99811106176492,0.3486995574601046
129,2020-05-31,95465426,95140,1767634,102796,328239523,19461.0,589.0,267.3955729517784,8.502104041147701,68.3897888877373,0.1107860296882054
130,2020-06-01,95465426,95140,1788915,103496,328239523,21281.0,700.0,328.89060993879775,9.99099629171961,74.13911844534566,0.970987294911317
131,2020-06-02,95465426,95140,1808248,104768,328239523,19333.0,1272.0,266.12268618064275,17.573902872401252,70.84815361583398,0.9438576689800823
132,2020-06-03,95465426,95140,1827881,105754,328239523,19633.0,986.0,278.2322475312113,12.917731381147837,74.61752053224194,0.2138471245787833
133,2020-06-04,95465426,95140,1849694,106742,328239523,21813.0,988.0,320.9065644158464,13.475376910635044,81.23655709238834,0.03976273361023298
134,2020-06-05,95465426,95140,1877772,107847,328239523,28078.0,1105.0,369.34927037885154,15.188316755152776,83.66968248357327,0.949104563383285
135,2020-06-06,95465426,95140,1900673,108643,328239523,22901.0,796.0,345.72281783017957,10.343366607250484,84.38690532837657,0.0
136,2020-06-07,95465426,95140,1918559,109063,328239523,17886.0,420.0,249.72895499056304,6.664604334431119,69.01635147310893,0.0
137,2020-06-08,95465426,95140,1936316,109611,328239523,17757.0,548.0,346.4263280909959,9.48909085623377,74.73677636008388,0.8178028411937783
138,2020-06-09,95465426,95140,1954862,110561,328239523,18546.0,950.0,256.05982184698814,13.725366147433798,70.75683994520416,0.21091098980606235
139,2020-06-10,95465426,95140,1975326,111471,328239523,20464.0,910.0,284.97619001160183,12.145909329721789,76.62426681796012,0.0
140,2020-06-11,95465426,95140,1997590,112365,328239523,22264.0,894.0,305.10270835804994,12.693709459323761,76.24994283819544,0.0
141,2020-06-12,95465426,95140,2023225,113126,328239523,25635.0,761.0,375.9431203940288,10.360348590155988,88.13253436292298,0.0
142,2020-06-13,95465426,95140,2048360,113857,328239523,25135.0,731.0,356.05231184956557,9.682616258856928,84.93042481620198,0.09833423745693899
143,2020-06-14,95465426,95140,2068441,114184,328239523,20081.0,327.0,267.558830746856,4.9606124981033215,67.82849312362346,0.0
144,2020-06-15,95465426,95140,2087164,114593,328239523,18723.0,409.0,300.0303339761725,5.171018585536818,72.49753489355686,0.0
145,2020-06-16,95465426,95140,2112212,115345,328239523,25048.0,752.0,306.7578196937512,10.219308355673778,74.59197531815732,0.0
146,2020-06-17,95465426,95140,2136352,116128,328239523,24140.0,783.0,317.5344848888901,10.839497049571186,80.73644943113872,0.001087112431780949
147,2020-06-18,95465426,95140,2163657,116896,328239523,27305.0,768.0,340.52124727731336,16.883356394438092,79.26958437365926,2.0585896186424306
148,2020-06-19,95465426,95140,2194849,117690,328239523,31192.0,794.0,420.0384536350065,14.18352916143188,90.78046280810487,1.328628464959769
149,2020-06-20,95465426,95140,2225344,118253,328239523,30495.0,563.0,381.38196955015906,7.005363974647125,84.63022456487313,0.0
150,2020-06-21,95465426,95140,2252443,118522,328239523,27099.0,269.0,335.8758315807782,3.5351815050102546,78.07478847083676,0.0
151,2020-06-22,95465426,95140,2282287,118873,328239523,29844.0,351.0,417.16157163496155,5.035019645434971,81.32652494844683,0.24437088381051414
152,2020-06-23,95465426,95140,2317305,119700,328239523,35018.0,827.0,407.66749485362726,17.42209610471885,82.99890180386042,1.9581077160968148
153,2020-06-24,95465426,95140,2352532,120449,328239523,35227.0,749.0,437.39481281847077,9.630141202260457,91.74212640115485,0.0
154,2020-06-25,95465426,95140,2391048,121069,328239523,38516.0,620.0,494.92234742027506,7.941650894565401,98.12938601445805,0.0
155,2020-06-26,95465426,95140,2436969,121703,328239523,45921.0,634.0,570.2884410667742,8.979342568738794,105.0611566820401,0.0
156,2020-06-27,95465426,95140,2478600,124099,328239523,41631.0,2396.0,492.4898877258067,28.345850317772612,92.63177428761131,3.056640105491813
157,2020-06-28,95465426,95140,2516313,124366,328239523,37713.0,267.0,460.4994310590347,3.1741755554022193,88.08403236600665,0.0
158,2020-06-29,95465426,95140,2555650,124717,328239523,39337.0,351.0,522.1204818490297,7.765711219358917,95.7143520800279,1.2232679493019425
159,2020-06-30,95465426,95140,2602988,125985,328239523,47338.0,1268.0,562.3306189244124,11.630201743998324,101.03045504227953,1.195529493104196
160,2020-07-01,95465426,95140,2651799,126661,328239523,48811.0,676.0,567.8021177509718,8.616838781677242,97.42569626833892,0.1897971110707376
161,2020-07-02,95465426,95140,2706043,127329,328239523,54244.0,668.0,628.2747455399674,7.905051444199374,105.40943919586594,0.0
162,2020-07-03,95465426,95140,2760382,127933,328239523,54339.0,604.0,724.3555121262303,8.307981382621575,115.43259779254089,0.0
163,2020-07-04,95465426,95140,2805414,128168,328239523,45032.0,235.0,545.3291524391743,3.246118227833424,90.96218132184869,0.0
164,2020-07-05,95465426,95140,2846249,128391,328239523,40835.0,223.0,508.8374480138501,2.9572157363130422,92.48843651979003,0.0
165,2020-07-06,95465426,95140,2900508,128786,328239523,54259.0,395.0,603.6116443567975,4.484625650815894,102.2861321784837,0.0
166,2020-07-07,95465426,95140,2955446,129970,328239523,54938.0,1184.0,625.6517725909172,38.499298302951615,104.9568203257676,4.1472646711766235
167,2020-07-08,95465426,95140,3012371,130810,328239523,56925.0,840.0,682.2556432014982,10.761128015047444,110.9079444689582,0.007982105746283759
168,2020-07-09,95465426,95140,3074669,131794,328239523,62298.0,984.0,760.656112626548,11.68827010125426,117.54595500218217,0.29690536002157325
169,2020-07-10,95465426,95140,3143951,132619,328239523,69282.0,825.0,831.6092213696405,9.983340153310431,119.78930726701549,0.0
170,2020-07-11,95465426,95140,3204548,133312,328239523,60597.0,693.0,744.6381370872372,8.51081253446474,113.87538222177173,0.0
171,2020-07-12,95465426,95140,3261918,133736,328239523,57370.0,424.0,647.291925884934,4.988805779242414,108.13111465641883,0.1668075928460389
172,2020-07-13,95465426,95140,3318371,134082,328239523,56453.0,346.0,694.9554031439694,4.7487784417382715,111.92156713719086,0.0
173,2020-07-14,95465426,95140,3386391,134966,328239523,68020.0,884.0,837.0346275228923,12.12255550038856,119.04101910645879,0.23424887364157151
174,2020-07-15,95465426,95140,3452127,135912,328239523,65736.0,946.0,783.4500076786452,13.874579504961373,114.82783891213849,1.2942161159282208
175,2020-07-16,95465426,95140,3528096,136822,328239523,75969.0,910.0,877.4667410558319,11.722551847759917,119.97073431550457,0.292774436847851
176,2020-07-17,95465426,95140,3596502,137714,328239523,68406.0,892.0,913.000709943509,10.982850225295712,124.43176264436518,0.22331980310938118
177,2020-07-18,95465426,95140,3661609,138622,328239523,65107.0,908.0,783.0019657725223,9.84930122521537,115.24791681944221,0.7028928833712673
178,2020-07-19,95465426,95140,3720814,139062,328239523,59205.0,440.0,724.227182748817,5.3120794401159435,106.28870059903716,0.0
179,2020-07-20,95465426,95140,3777687,139473,328239523,56873.0,411.0,777.6820744320762,4.897341766767661,108.49393249328078,0.0
180,2020-07-21,95465426,95140,3844498,140596,328239523,66811.0,1123.0,826.4285629218634,14.736132972768434,120.87242509211026,0.7350916480984578
181,2020-07-22,95465426,95140,3911513,141684,328239523,67015.0,1088.0,878.3850770416401,14.745057293357407,127.80690590510912,0.6067006640272594
182,2020-07-23,95465426,95140,3979690,142773,328239523,68177.0,1089.0,868.5276903105752,12.013759621741768,123.57077463580538,0.21100831715668983
183,2020-07-24,95465426,95140,4052484,143886,328239523,72794.0,1113.0,968.0469349513841,17.401685823134606,132.27624369883034,1.6977296586697348
184,2020-07-25,95465426,95140,4117316,144806,328239523,64832.0,920.0,832.891403538093,10.405312641884082,118.62245829495511,1.0314009695675146
185,2020-07-26,95465426,95140,4173252,145326,328239523,55936.0,520.0,805.4293180071843,6.098628954198718,121.24032926310211,0.032008086791572576
186,2020-07-27,95465426,95140,4228903,146441,328239523,55651.0,1115.0,747.3396880110138,8.453326655926125,113.37816938745375,0.842006451234819
187,2020-07-28,95465426,95140,4291691,147726,328239523,62788.0,1285.0,774.6035328106711,16.24838712168528,118.90189753370086,0.7302653839041137
188,2020-07-29,95465426,95140,4368469,149334,328239523,76778.0,1608.0,921.410812240506,17.527097365603016,129.2387520037204,1.2523786577903628
189,2020-07-30,95465426,95140,4427208,150258,328239523,58739.0,924.0,842.9114697954478,14.923914865171573,118.30314620651343,1.648044788633829
190,2020-07-31,95465426,95140,4494083,151720,328239523,66875.0,1462.0,914.4162286298691,16.541383110697726,128.5682310872083,0.7547390022235849
191,2020-08-01,95465426,95140,4553517,152843,328239523,59434.0,1123.0,735.1519226974906,12.210061322279232,108.7175531795069,0.0
192,2020-08-02,95465426,95140,4588764,153217,328239523,35247.0,374.0,631.2641188193953,5.751947450973372,105.28653855399601,0.22125008643010088
193,2020-08-03,95465426,95140,4645744,153813,328239523,56980.0,596.0,724.066486191381,6.045950106729721,115.07845776634055,0.0
194,2020-08-04,95465426,95140,4698139,155137,328239523,52395.0,1324.0,716.5787708441691,14.84243418885427,114.50287541969452,0.6592210752750935
195,2020-08-05,95465426,95140,4751585,156382,328239523,53446.0,1245.0,790.7255429889364,13.958171287737482,125.34520033466522,0.22486681418443322
196,2020-08-06,95465426,95140,4807882,157566,328239523,56297.0,1184.0,732.9137069881597,13.042561447974727,118.12717830469538,0.3443789415826526
197,2020-08-07,95465426,95140,4868045,158878,328239523,60163.0,1312.0,825.4887222146862,15.02824865359578,126.61304322910468,0.659686997921769
198,2020-08-08,95465426,95140,4921788,159850,328239523,53743.0,972.0,724.4201641929225,11.212142963693388,111.05984176704247,0.0
199,2020-08-09,95465426,95140,4968388,160605,328239523,46600.0,755.0,634.4477291896382,10.99361942436675,109.76718803436526,1.8717593437552096
200,2020-08-10,95465426,95140,5010815,161065,328239523,42427.0,460.0,538.0488573611143,5.941140767515218,104.25754241720443,0.0
201,2020-08-11,95465426,95140,5067410,162477,328239523,56595.0,1412.0,615.9614830079521,15.980045906407234,112.3880318356753,0.34146880532553636
202,2020-08-12,95465426,95140,5120343,163911,328239523,52933.0,1434.0,753.4593731946003,16.812511236127904,117.47520622371881,1.9148961445731632
203,2020-08-13,95465426,95140,5171957,165093,328239523,51614.0,1182.0,670.771105166095,12.629421103512566,115.3720988403162,0.1277827234418707
204,2020-08-14,95465426,95140,5229372,166263,328239523,57415.0,1170.0,820.8846088375257,11.660365433374448,127.74386573057333,0.20872856470143875
205,2020-08-15,95465426,95140,5279588,167361,328239523,50216.0,1098.0,651.2594360138637,12.984189634241682,112.31523515023825,0.3017222597140936
206,2020-08-16,95465426,95140,5317220,167902,328239523,37632.0,541.0,531.930933176135,6.111892997196176,102.33016244688316,0.5046124977373654
207,2020-08-17,95465426,95140,5357819,168387,328239523,40599.0,485.0,495.6806265316911,5.9817943876290744,101.69243827199205,0.0
208,2020-08-18,95465426,95140,5399214,169623,328239523,41395.0,1236.0,523.8367345050962,13.97132498995648,102.98908972271008,0.21861609273275145
209,2020-08-19,95465426,95140,5444284,171032,328239523,45070.0,1409.0,679.7031109930138,16.736705721084665,114.76706421226334,1.1599372794136322
210,2020-08-20,95465426,95140,5487699,172164,328239523,43415.0,1132.0,604.7333243893654,14.981209673690147,109.40779344120908,1.167554512087047
211,2020-08-21,95465426,95140,5537562,173294,328239523,49863.0,1130.0,766.5596860577139,14.354564252751455,120.38691564855296,0.19194102410883856
212,2020-08-22,95465426,95140,5582026,174308,328239523,44464.0,1014.0,666.6332409818716,11.937711834598353,112.47559072554864,0.0
213,2020-08-23,95465426,95140,5614367,174753,328239523,32341.0,445.0,474.001427641316,5.50095843572185,96.52458671033622,0.23834451978940105
214,2020-08-24,95465426,95140,5651547,175196,328239523,37180.0,443.0,543.7957952606124,6.04073800596114,105.86326082127533,0.0
215,2020-08-25,95465426,95140,5689768,176382,328239523,38221.0,1186.0,527.1187465287604,15.477619930611775,103.75270061837942,0.8114773434750944
216,2020-08-26,95465426,95140,5735771,177790,328239523,46003.0,1408.0,763.863332176516,19.844942670461492,118.30452412453448,2.3508907428655514
217,2020-08-27,95465426,95140,5781551,178894,328239523,45780.0,1104.0,751.7755441413083,12.197007543678335,117.98237509638277,0.06600111748306255
218,2020-08-28,95465426,95140,5826526,179890,328239523,44975.0,996.0,786.950661813285,12.869312362512659,123.82036517559341,0.18335257459668128
219,2020-08-29,95465426,95140,5869727,180977,328239523,43201.0,1087.0,748.9884159872579,13.041132019915999,118.23390020198651,0.28861413061469426
220,2020-08-30,95465426,95140,5902708,181249,328239523,32981.0,272.0,523.7616408520478,5.258106240334877,95.70978997220084,0.0
221,2020-08-31,95465426,95140,5938456,181718,328239523,35748.0,469.0,557.5947783868763,7.285320211324888,105.54761878585208,0.07252062688385513
222,2020-09-01,95465426,95140,5981491,182788,328239523,43035.0,1070.0,597.6053946614671,13.142800881446096,111.47653082435032,0.0
223,2020-09-02,95465426,95140,6021516,183818,328239523,40025.0,1030.0,699.3532719881111,13.836831941708214,116.93401741661565,0.14735843563241516
224,2020-09-03,95465426,95140,6063617,184874,328239523,42101.0,1056.0,706.700820157584,11.042475104832057,118.85086113195617,0.0
225,2020-09-04,95465426,95140,6112912,185814,328239523,49295.0,940.0,799.8365397521094,12.488975355426927,121.17366003242014,0.23599630808210328
226,2020-09-05,95465426,95140,6157276,186680,328239523,44364.0,866.0,682.6628635909752,11.74341887081016,109.7838292948317,0.22681456696870592
227,2020-09-06,95465426,95140,6187039,187063,328239523,29763.0,383.0,512.0518444209118,5.811564888288603,96.68991061163817,0.22125008643010088
228,2020-09-07,95465426,95140,6213298,187308,328239523,26259.0,245.0,457.0591829583488,3.2466904048187564,96.5452485882328,0.0
229,2020-09-08,95465426,95140,6237515,187683,328239523,24217.0,375.0,397.5035791523167,4.402426163319365,91.25880609991542,0.0
230,2020-09-09,95465426,95140,6271787,188866,328239523,34272.0,1183.0,572.6256118076387,15.853084736045645,108.58763944201604,0.25534692037255613
231,2020-09-10,95465426,95140,6308498,189913,328239523,36711.0,1047.0,641.9580093742734,14.002234378443603,114.38052835145766,0.007982105746283759
232,2020-09-11,95465426,95140,6354774,191003,328239523,46276.0,1090.0,765.6430009825835,13.336081685491665,125.410724203675,0.028959845802713317
233,2020-09-12,95465426,95140,6393270,191695,328239523,38496.0,692.0,637.0876018341222,8.696050849943463,109.23093334990634,0.0
234,2020-09-13,95465426,95140,6427012,192069,328239523,33742.0,374.0,615.1179810644555,5.169547469746611,102.70389079026062,0.0
235,2020-09-14,95465426,95140,6461898,192494,328239523,34886.0,425.0,610.2549332342517,8.003099884063964,106.09562883056668,0.2564471385701807
236,2020-09-15,95465426,95140,6496261,193560,328239523,34363.0,1066.0,563.1205314513314,12.622103896808854,108.7245846049269,0.11752693564029223
237,2020-09-16,95465426,95140,6543828,194698,328239523,47567.0,1138.0,868.5775517391925,19.897085943929206,124.04869632090573,1.942500614327047
238,2020-09-17,95465426,95140,6587621,195552,328239523,43793.0,854.0,764.8150760765553,11.5638657345965,122.19112953888187,0.2717273617760327
239,2020-09-18,95465426,95140,6635702,196454,328239523,48081.0,902.0,875.3098105578648,13.013096742808317,129.4006390973958,0.0
240,2020-09-19,95465426,95140,6678865,197148,328239523,43163.0,694.0,738.2671928421454,9.91298782638846,115.68900970633173,0.048583810461822995
241,2020-09-20,95465426,95140,6713299,197420,328239523,34434.0,272.0,616.039720384635,3.9584839647871024,109.62756061139845,0.0
242,2020-09-21,95465426,95140,6751291,197729,328239523,37992.0,309.0,617.9624634799485,5.555658722552105,108.2331837864999,0.0
243,2020-09-22,95465426,95140,6800194,198661,328239523,48903.0,932.0,683.3740972251923,12.79563395190853,112.23859135844437,0.1903036625402384
244,2020-09-23,95465426,95140,6839253,199772,328239523,39059.0,1111.0,808.607678114618,15.329466313921085,121.0769842359222,1.0770929796866024
245,2020-09-24,95465426,95140,6884966,200680,328239523,45713.0,908.0,839.0980478671329,12.092541901129396,124.95096065834689,0.048583810461822995
246,2020-09-25,95465426,95140,6939704,201591,328239523,54738.0,911.0,1041.430252389351,12.96173192891661,133.71100878938898,0.0
247,2020-09-26,95465426,95140,6981953,202278,328239523,42249.0,687.0,834.8612965451772,9.383206765793643,122.01349392676939,0.11711564971228136
248,2020-09-27,95465426,95140,7019880,202567,328239523,37927.0,289.0,652.2972896634975,4.335558863684131,108.38241355203378,0.0
249,2020-09-28,95465426,95140,7052293,202886,328239523,32413.0,319.0,665.9581119887331,7.36233832662562,112.80463766912696,1.1046364847111365
250,2020-09-29,95465426,95140,7089393,203730,328239523,37100.0,844.0,651.4335969278417,11.972152075900825,110.94677987180788,0.1903036625402384
251,2020-09-30,95465426,95140,7134139,204722,328239523,44746.0,992.0,920.5889489732062,14.805667278863849,130.95106858591774,0.320698568935785
252,2020-10-01,95465426,95140,7180786,205558,328239523,46647.0,836.0,915.4791987209538,13.598834215640268,130.61105899425684,0.6566446452034495
253,2020-10-02,95465426,95140,7229148,206397,328239523,48362.0,839.0,978.0339006295144,11.589177787823083,135.54320353092922,0.048583810461822995
254,2020-10-03,95465426,95140,7281081,207124,328239523,51933.0,727.0,966.8580809706607,12.853310223354319,129.34068980417985,0.21786319876425056
255,2020-10-04,95465426,95140,7316619,207424,328239523,35538.0,300.0,692.4960110324619,4.546274388327233,110.75521439723349,0.0
256,2020-10-05,95465426,95140,7353832,207767,328239523,37213.0,343.0,693.2376385133697,5.791706462426352,115.49214823318411,0.0
257,2020-10-06,95465426,95140,7394681,208454,328239523,40849.0,687.0,803.6288538866651,9.73539743287476,124.07412170631392,0.0
258,2020-10-07,95465426,95140,7444527,209384,328239523,49846.0,930.0,1012.816956115571,15.858217595467208,132.9446307428391,1.2718517597637655
259,2020-10-08,95465426,95140,7502314,210305,328239523,57787.0,921.0,1193.7036441158134,16.03138618991485,142.02473755450563,1.0601326029832174
260,2020-10-09,95465426,95140,7559334,211207,328239523,57020.0,902.0,1182.6300142853931,14.83009047195268,141.04423830701657,1.1627015724314316
261,2020-10-10,95465426,95140,7616931,211984,328239523,57597.0,777.0,1160.4455992588196,12.882327414335661,132.29131133553554,0.6943849731862963
262,2020-10-11,95465426,95140,7655092,212307,328239523,38161.0,323.0,884.3175728235803,5.2212727660722935,117.21186273313229,0.0
263,2020-10-12,95465426,95140,7697926,212583,328239523,42834.0,276.0,901.5365944744691,5.810168962210951,123.16180111404634,0.0
264,2020-10-13,95465426,95140,7748456,213339,328239523,50530.0,756.0,911.1515522535574,12.82090955013113,129.47522157916362,0.4540489185699873
265,2020-10-14,95465426,95140,7807567,214009,328239523,59111.0,670.0,1311.486727445387,17.54738908036426,144.09443296402264,0.8520391618074193
266,2020-10-15,95465426,95140,7874276,215161,328239523,66709.0,1152.0,1329.5902684509754,15.948969802101244,146.0628591851154,1.5170411011310658
267,2020-10-16,95465426,95140,7938078,215994,328239523,63802.0,833.0,1371.1220195081535,14.882769998070042,145.46917974684038,0.8595140266781517
268,2020-10-17,95465426,95140,7998019,216629,328239523,59941.0,635.0,1193.0241939157784,10.949409695351322,134.75334135346438,0.36703754158035756
269,2020-10-18,95465426,95140,8043670,216966,328239523,45651.0,337.0,948.1446382393901,5.878865193427532,119.97714985695094,0.0
270,2020-10-19,95465426,95140,8101752,217517,328239523,58082.0,551.0,1215.9103030714332,9.319890479879609,135.10184089230054,0.5622449120215108
271,2020-10-20,95465426,95140,8161910,218386,328239523,60158.0,869.0,1199.4751775218008,15.988608896062182,137.65895511136958,0.4335919622123284
272,2020-10-21,95465426,95140,8222392,219458,328239523,60482.0,1072.0,1345.262547874802,19.856690178464657,145.01811142731242,1.9356218052704115
273,2020-10-22,95465426,95140,8301616,220442,328239523,79224.0,984.0,1493.3312766155507,17.155824511473256,154.3051541075205,0.8418169225735479
274,2020-10-23,95465426,95140,8384457,221342,328239523,82841.0,900.0,1715.2454956409001,16.7477785719625,161.2734799514954,0.9841504922556014
275,2020-10-24,95465426,95140,8437698,221995,328239523,53241.0,653.0,1343.5614583594456,15.147926915417273,131.64124367805545,1.500753625321057
276,2020-10-25,95465426,95140,8516500,222451,328239523,78802.0,456.0,1895.1915172875092,9.08777124450181,148.288407843179,0.7062012400775239
277,2020-10-26,95465426,95140,8586148,223065,328239523,69648.0,614.0,1661.1389804748337,11.949811739501333,149.3953175657823,0.9534697326356639
278,2020-10-27,95465426,95140,8657155,224004,328239523,71007.0,939.0,1426.8180834463265,17.237249321953996,151.40515171036992,0.8363105940123354
279,2020-10-28,95465426,95140,8735372,224907,328239523,78217.0,903.0,1715.4662933209866,19.13257684321617,154.14441060889345,2.033458539526135
280,2020-10-29,95465426,95140,8824188,225911,328239523,88816.0,1004.0,1848.6156807877,22.12153218016713,161.42533384005006,2.312156866038713
281,2020-10-30,95465426,95140,8920447,226859,328239523,96259.0,948.0,2034.873628543661,19.957235455919708,168.3119381311398,2.363847630134113
282,2020-10-31,95465426,95140,8993795,227605,328239523,73348.0,746.0,1622.5456606809028,15.46074667967003,143.16128042291456,0.7056415181044235
283,2020-11-01,95465426,95140,9076579,228009,328239523,82784.0,404.0,1715.7816328397753,8.37482502783786,143.18507051162834,0.3942676296608947
284,2020-11-02,95465426,95140,9162194,228547,328239523,85615.0,538.0,2032.5485018277818,11.405328733348313,160.6249780482231,0.32849963169174856
285,2020-11-03,95465426,95140,9253977,229824,328239523,91783.0,1277.0,1766.2080100524772,22.939408956740625,160.34434234614417,2.0366357432683766
286,2020-11-04,95465426,95140,9361400,230948,328239523,107423.0,1124.0,2388.6780142388243,22.745646105181322,177.61105597717906,2.3304967036770985
287,2020-11-05,95465426,95140,9479040,232068,328239523,117640.0,1120.0,2373.6941662745903,22.184241880475277,177.42832778219656,2.304840077686065
288,2020-11-06,95465426,95140,9611299,233161,328239523,132259.0,1093.0,2775.905455101268,22.51137215837051,182.92332983505793,2.4666150071843167
289,2020-11-07,95465426,95140,9723887,234059,328239523,112588.0,898.0,2024.9785389659246,17.857705627227077,154.78385442548708,1.951105258582991
290,2020-11-08,95465426,95140,9827547,234496,328239523,103660.0,437.0,2292.6378049149343,10.53309508448952,165.15035528156707,0.7807490650560402
291,2020-11-09,95465426,95140,9954112,235397,328239523,126565.0,901.0,2417.350417957041,17.30109241419022,165.22593018059968,1.9964935095460004
292,2020-11-10,95465426,95140,10093874,236706,328239523,139762.0,1309.0,2830.95760066713,27.541007827072548,185.53057485995694,2.72778179736646
293,2020-11-11,95465426,95140,10240203,238181,328239523,146329.0,1475.0,2888.8399083744366,28.00527766530315,169.61623023712966,3.837714293870521
294,2020-11-12,95465426,95140,10384640,238968,328239523,144437.0,787.0,2985.0706715715964,17.48274117978003,185.70535797505056,0.9487221060788541
295,2020-11-13,95465426,95140,10564777,240474,328239523,180137.0,1506.0,3751.9335831512503,23.64917344484476,196.77627004814744,2.0325577467881777
296,2020-11-14,95465426,95140,10725965,241671,328239523,161188.0,1197.0,3072.228893864117,26.5117662348812,175.49834031554497,4.326782847346986
297,2020-11-15,95465426,95140,10859211,242262,328239523,133246.0,591.0,2613.2397137250514,12.374540553549316,163.96562400001883,1.1218289880132362
298,2020-11-16,95465426,95140,11012493,243004,328239523,153282.0,742.0,3034.2275971465037,17.154203053386713,184.38878088256575,1.5115485369195387
299,2020-11-17,95465426,95140,11156020,244419,328239523,143527.0,1415.0,2669.0645579850693,29.60767473082046,171.90332311571487,4.497677908707646
300,2020-11-18,95465426,95140,11317422,246213,328239523,161402.0,1794.0,3556.022830984801,34.52092539721478,183.04233740058828,5.0639026028221465
301,2020-11-19,95465426,95140,11508994,248447,328239523,191572.0,2234.0,3998.142695189878,42.1751530742635,201.6971679644468,7.452848144731775
302,2020-11-20,95465426,95140,11682105,250022,328239523,173111.0,1575.0,3534.783340861655,32.53638009513978,191.56570607304468,4.419315684639016
303,2020-11-21,95465426,95140,11879630,251010,328239523,197525.0,988.0,3022.555279921301,20.58574930806384,175.40724965179552,2.627141405238235
304,2020-11-22,95465426,95140,12016265,252379,328239523,136635.0,1369.0,2641.2031207373775,27.293727522331224,171.4710251441498,3.1202411501049667
305,2020-11-23,95465426,95140,12194702,253753,328239523,178437.0,1374.0,3140.93809447691,28.3515396695207,185.32883860633586,4.619088246638784
306,2020-11-24,95465426,95140,12365865,255693,328239523,171163.0,1940.0,2899.221492013836,34.884518364251406,185.47030338827824,5.419131886304758
307,2020-11-25,95465426,95140,12543536,257858,328239523,177671.0,2165.0,3458.720816971798,40.38646329560434,184.80324863121243,5.844811410742296
308,2020-11-26,95465426,95140,12660056,259087,328239523,116520.0,1229.0,2064.530882658089,17.686981439268727,119.31136027020652,1.5780016728192956
309,2020-11-27,95465426,95140,12839947,260247,328239523,179891.0,1160.0,3306.532713558805,23.083096099975236,177.68698331204274,3.4882276487067667
310,2020-11-28,95465426,95140,13013023,261511,328239523,173076.0,1264.0,2766.711252981091,26.792004388969293,173.49041276343343,3.5388225081326175
311,2020-11-29,95465426,95140,13129543,262247,328239523,116520.0,736.0,1988.3263715684016,13.275512728928916,152.05716371231645,0.12989337674294113
312,2020-11-30,95465426,95140,13284691,263655,328239523,155148.0,1408.0,2628.5604201827537,26.88352702169228,179.56173352211977,3.264897012289125
313,2020-12-01,95465426,95140,13468378,265932,328239523,183687.0,2277.0,2970.6839414827155,41.42088199429796,187.75572554743354,6.970967595822169
314,2020-12-02,95465426,95140,13668448,268536,328239523,200070.0,2604.0,3849.4330603243825,54.521059099023,198.8531969133244,11.510307831131232
315,2020-12-03,95465426,95140,13875783,271222,328239523,207335.0,2686.0,3525.441769090698,45.06543622749543,201.85588378985298,8.589274295180047
316,2020-12-04,95465426,95140,14095345,273691,328239523,219562.0,2469.0,3557.429736035344,45.31646025644223,194.66128129454785,7.176669871295937
317,2020-12-05,95465426,95140,14300684,275890,328239523,205339.0,2199.0,4225.095537853903,36.9973171101759,188.1461839084148,6.248627181525468
318,2020-12-06,95465426,95140,14460392,276961,328239523,159708.0,1071.0,2518.7456610700083,22.64710863581354,171.05517279081155,2.846224123017898
319,2020-12-07,95465426,95140,14658778,278386,328239523,198386.0,1425.0,3242.406735884957,28.855155010396288,195.72048757868595,4.922169800041707
320,2020-12-08,95465426,95140,14879583,280690,328239523,220805.0,2304.0,3137.1271672298903,39.86138024942911,190.69702747335324,7.000256415486247
321,2020-12-09,95465426,95140,15103937,283871,328239523,224354.0,3181.0,4578.523237201999,61.96947084096507,216.07578114793057,13.481646410700868
322,2020-12-10,95465426,95140,15315431,286630,328239523,211494.0,2759.0,3190.936489440151,44.79637194837521,199.78555976427245,7.187613339555722
323,2020-12-11,95465426,95140,15549933,289904,328239523,234502.0,3274.0,3629.5577026098645,64.81705720423138,208.7277274668235,11.294836213056016
324,2020-12-12,95465426,95140,15754076,292125,328239523,204143.0,2221.0,3031.2891915555097,38.99322838988178,183.19535017091593,5.843266591709577
