,Date,countyFIPS,StateFIPS,Cases,Death,Population,new_cases,new_deaths,Normalized cases,Normalized deaths,Log normalized cases,Log normalized deaths
476,2021-05-13,95465426,95140,32167323,576489,328239523,37055.0,724.0,592.9617081749607,10.367796596888347,114.66818777093414,0.6140794237221703
477,2021-05-14,95465426,95140,32208008,577220,328239523,40685.0,731.0,666.4695400835988,9.044698427106896,117.1271251146319,0.0
478,2021-05-15,95465426,95140,32235815,577631,328239523,27807.0,411.0,399.85101624953893,4.577107545504541,76.7337706830162,0.11464384975676217
479,2021-05-16,95465426,95140,32251406,577935,328239523,15591.0,304.0,236.04811279436663,3.492452590220523,59.004770816717375,0.0
480,2021-05-17,95465426,95140,32280733,578376,328239523,29327.0,441.0,517.2072718918865,7.453224760506959,100.16081529804524,0.40790672278846396
481,2021-05-18,95465426,95140,32306788,579207,328239523,26055.0,831.0,420.1944626868861,11.911919618305433,97.14485881595682,0.7582064683161737
482,2021-05-19,95465426,95140,32335542,579822,328239523,28754.0,615.0,539.4878756975859,8.90763343476368,105.9753582706867,0.010815527527891548
483,2021-05-20,95465426,95140,32365565,580512,328239523,30023.0,690.0,499.8345212149875,9.634490641989842,105.97931678118795,0.0
484,2021-05-21,95465426,95140,32393341,581210,328239523,27776.0,698.0,445.2626402339999,8.259767913153148,103.86274481058032,0.0
485,2021-05-22,95465426,95140,32410578,581647,328239523,17237.0,437.0,222.6486050053027,5.438301177184135,56.476572806440544,0.0
486,2021-05-23,95465426,95140,32424228,581846,328239523,13650.0,199.0,172.67421095268787,2.2399953426747388,49.33552671440926,0.0
487,2021-05-24,95465426,95140,32450322,582281,328239523,26094.0,435.0,563.2718335171272,11.145673147235419,91.14185858537407,1.8309148940712099
488,2021-05-25,95465426,95140,32473204,582956,328239523,22882.0,675.0,365.8594290330716,10.512601938065384,88.08360045548726,0.03755464037962639
489,2021-05-26,95465426,95140,32497071,583901,328239523,23867.0,945.0,401.8383524901683,16.838185026671038,95.04422818239557,2.243514493057771
490,2021-05-27,95465426,95140,32520242,585100,328239523,23171.0,1199.0,354.9844095374362,17.352077876750432,88.90374569531541,2.2061693811143397
491,2021-05-28,95465426,95140,32548482,585561,328239523,28240.0,461.0,497.56532473817185,7.544927994943657,96.8917229376753,0.0
492,2021-05-29,95465426,95140,32558731,585858,328239523,10249.0,297.0,160.4253433663856,3.8269727069950226,43.24211134249953,0.0
493,2021-05-30,95465426,95140,32566890,586005,328239523,8159.0,147.0,103.05174747939137,1.4833663692805623,31.851008929195473,0.0
494,2021-05-31,95465426,95140,32570774,586108,328239523,3884.0,103.0,63.67059019036037,1.3073120817449162,19.315267449297775,0.0
495,2021-06-01,95465426,95140,32592373,586765,328239523,21599.0,657.0,382.7420523042684,11.398420436351651,71.43352157401688,1.8530363958542835
496,2021-06-02,95465426,95140,32609039,587323,328239523,16666.0,558.0,308.62189889348514,8.888207009643368,76.73547903309644,0.0
497,2021-06-03,95465426,95140,32628077,587909,328239523,19038.0,586.0,335.6514169336887,9.412973799064405,80.83399207654469,0.0
498,2021-06-04,95465426,95140,32644158,588467,328239523,16081.0,558.0,298.6022262599741,7.814405627355917,79.63263632629445,0.0
499,2021-06-05,95465426,95140,32655918,588823,328239523,11760.0,356.0,153.26377621259252,3.8899287044013127,42.9140686815736,0.0
500,2021-06-06,95465426,95140,32660996,589015,328239523,5078.0,192.0,65.67743143332045,1.0780418814090378,21.728767551164196,0.0
501,2021-06-07,95465426,95140,32674235,589378,328239523,13239.0,363.0,293.1250600369855,6.127978275454427,66.83712300202934,0.0
502,2021-06-08,95465426,95140,32688630,589764,328239523,14395.0,386.0,226.74403663585147,6.499042400489847,62.290305247084845,0.0
503,2021-06-09,95465426,95140,32709387,590179,328239523,20757.0,415.0,321.75188015014146,8.2285190445875,76.87202883468902,0.2920543949155402
504,2021-06-10,95465426,95140,32720598,590576,328239523,11211.0,397.0,226.69011893844856,5.743347947827992,64.85568845445754,0.0
505,2021-06-11,95465426,95140,32711431,591058,328239523,-9167.0,482.0,299.6124856765173,6.751475851150653,68.17158958069042,0.0
506,2021-06-12,95465426,95140,32716969,591291,328239523,5538.0,233.0,76.45673899628466,2.578483158953502,22.729349629951837,0.0
507,2021-06-13,95465426,95140,32720822,591495,328239523,3853.0,204.0,53.29143775299242,2.361232394929033,15.090944673959108,0.46212664916453533
508,2021-06-14,95465426,95140,32736512,591719,328239523,15690.0,224.0,304.9938188187496,4.534623101179309,70.80511064376353,0.0
509,2021-06-15,95465426,95140,32746775,592049,328239523,10263.0,330.0,190.60378345780845,6.577860644569645,54.49407695930909,0.5468691229466653
510,2021-06-16,95465426,95140,32760094,592402,328239523,13319.0,353.0,251.72563808629062,6.475711351738242,63.65382863675453,0.0
511,2021-06-17,95465426,95140,32769841,592731,328239523,9747.0,329.0,181.5251434322606,4.583307759489649,51.71787842243303,0.0
512,2021-06-18,95465426,95140,32789996,593087,328239523,20155.0,356.0,229.92090460155094,4.395196807123399,54.08621887898858,0.0
513,2021-06-19,95465426,95140,32795832,593190,328239523,5836.0,103.0,78.74291218021828,1.2281259520273553,21.078916973107034,0.0
514,2021-06-20,95465426,95140,32798219,593224,328239523,2387.0,34.0,32.292142394779006,0.40977061869398246,8.771760509619051,0.0
515,2021-06-21,95465426,95140,32814247,593604,328239523,16028.0,380.0,299.9352996839409,5.8307619362834915,68.3164761570535,0.0
516,2021-06-22,95465426,95140,32824060,593919,328239523,9813.0,315.0,190.06011029908257,6.06055066782201,48.48981659417916,0.0
517,2021-06-23,95465426,95140,32839063,594324,328239523,15003.0,405.0,295.54469795722366,7.506358747313336,66.74474648717242,0.03604349918067469
518,2021-06-24,95465426,95140,32849865,594668,328239523,10802.0,344.0,186.90493458391236,4.325425158395998,50.62391670601471,0.0
519,2021-06-25,95465426,95140,32873970,595074,328239523,24105.0,406.0,280.04412490982685,5.104418309617173,61.604599830218625,0.0
520,2021-06-26,95465426,95140,32878881,595160,328239523,4911.0,86.0,52.1796032132478,0.9749419974877036,13.747772548504672,0.0
521,2021-06-27,95465426,95140,32880878,595198,328239523,1997.0,38.0,24.108716213058546,0.46490176166874275,5.227578844595896,0.0
522,2021-06-28,95465426,95140,32901304,595491,328239523,20426.0,293.0,377.7841316681254,3.7420890517648173,74.0749887916612,0.0
523,2021-06-29,95465426,95140,32912711,595826,328239523,11407.0,335.0,203.36100042988164,6.683091352393122,50.27394652174368,0.190194179007933
524,2021-06-30,95465426,95140,32923525,596050,328239523,10814.0,224.0,308.69018381478367,4.638051537977917,65.28200147047166,0.0
525,2021-07-01,95465426,95140,32936674,596319,328239523,13149.0,269.0,231.36702721311306,4.1055957640501095,58.99538588476751,0.0
526,2021-07-02,95465426,95140,32966832,596608,328239523,30158.0,289.0,335.2584516916412,4.0676625509198026,70.1097860577447,0.0
527,2021-07-03,95465426,95140,32970031,596673,328239523,3199.0,65.0,30.552816152392893,0.7047293392692608,9.530498821688665,0.0
528,2021-07-04,95465426,95140,32972768,596699,328239523,2737.0,26.0,35.262247265653436,0.31213103538082876,7.57063743055648,0.0
529,2021-07-05,95465426,95140,32976996,596722,328239523,4228.0,23.0,83.70745518843526,0.5090060629098029,11.643878048085737,0.0
530,2021-07-06,95465426,95140,33004031,597105,328239523,27035.0,383.0,452.1168335384969,5.246048249674956,80.46635868186614,0.0
531,2021-07-07,95465426,95140,33025333,597450,328239523,21302.0,345.0,447.3477538041988,5.90604362977383,82.12196800686523,0.0
532,2021-07-08,95465426,95140,33044609,597693,328239523,19276.0,243.0,349.1670108075183,3.6859546036202486,70.72205747693307,0.0
533,2021-07-09,95465426,95140,32645361,598065,328239523,-399248.0,372.0,513.6229291506709,5.340046291563652,84.9062640117149,0.0
534,2021-07-10,95465426,95140,33098195,598107,328239523,452834.0,42.0,1623.8637932649763,0.328537642735796,22.731778424847477,0.0
535,2021-07-11,95465426,95140,33101630,598126,328239523,3435.0,19.0,41.12615271647951,0.18038972267021525,9.770954524969873,0.0
536,2021-07-12,95465426,95140,33139494,598449,328239523,37864.0,323.0,588.9593159909921,4.482963740734437,92.07635082553833,0.0
537,2021-07-13,95465426,95140,33163413,598779,328239523,23919.0,330.0,698.042970001514,6.912027311645844,78.51561053628781,0.4415086072888392
538,2021-07-14,95465426,95140,33195607,599094,328239523,32194.0,315.0,622.5717002037774,6.809089389378483,103.65938198933848,0.0
539,2021-07-15,95465426,95140,33225170,599352,328239523,29563.0,258.0,480.353748651405,5.009086886389929,90.65727379463601,0.0
540,2021-07-16,95465426,95140,33373515,599626,328239523,148345.0,274.0,1007.994777623184,4.666090985512181,94.07919465868845,0.0
541,2021-07-17,95465426,95140,33383146,599681,328239523,9631.0,55.0,127.38829475730003,0.8376135147829624,22.87868342432025,0.0
542,2021-07-18,95465426,95140,33389395,599694,328239523,6249.0,13.0,85.64120267307543,0.07009973168757036,16.126643389309912,0.0
543,2021-07-19,95465426,95140,33450673,599943,328239523,61278.0,249.0,1105.8898096821986,4.196071788747284,119.30465873627071,0.0
544,2021-07-20,95465426,95140,33485866,600203,328239523,35193.0,260.0,578.7389264016836,5.092305588888233,103.16346862873378,0.03604349918067469
545,2021-07-21,95465426,95140,33534312,600524,328239523,48446.0,321.0,914.444881470596,7.326933260866413,118.61744453199375,0.0
546,2021-07-22,95465426,95140,33581824,600807,328239523,47512.0,283.0,774.2056989078734,5.387170509219435,106.67062870886984,0.0
547,2021-07-23,95465426,95140,33635833,601194,328239523,54009.0,387.0,822.3113247592539,5.663833846858374,115.71105248381562,0.0
548,2021-07-24,95465426,95140,33650336,601254,328239523,14503.0,60.0,172.38332416473378,0.9872121418501139,22.99025923205196,0.0
549,2021-07-25,95465426,95140,33656971,601276,328239523,6635.0,22.0,110.46867420799681,0.09332292750042012,15.874915146288524,0.0
550,2021-07-26,95465426,95140,33755154,601605,328239523,98183.0,329.0,1608.3919237127923,5.725295899110754,141.22438024870414,0.17640443089664418
551,2021-07-27,95465426,95140,33814285,601932,328239523,59131.0,327.0,900.1896415813891,6.711481928903973,112.29875385850835,0.041892228474693795
552,2021-07-28,95465426,95140,33892726,602403,328239523,78441.0,471.0,1392.542925547177,10.254790394078341,141.29378620444692,1.0151651357308165
553,2021-07-29,95465426,95140,33956337,602718,328239523,63611.0,315.0,1078.2398498321672,5.421531064873478,124.9113008899617,0.0
554,2021-07-30,95465426,95140,34148850,603060,328239523,192513.0,342.0,1796.2257996997785,5.831005543842489,142.93921650469082,0.0
555,2021-07-31,95465426,95140,34179461,603160,328239523,30611.0,100.0,386.4211471000039,1.3751653948037543,25.74930977137705,0.0
556,2021-08-01,95465426,95140,34190664,603189,328239523,11203.0,29.0,140.92570806747327,0.16110272039469,21.25851077685918,0.0
557,2021-08-02,95465426,95140,34327228,603777,328239523,136564.0,588.0,2164.1749866967575,19.70204338478616,148.56670001047186,2.6143503397213093
558,2021-08-03,95465426,95140,34420217,604416,328239523,92989.0,639.0,1426.6701003780752,13.903823660014329,133.41082896449427,2.393378920519159
559,2021-08-04,95465426,95140,34528955,604938,328239523,108738.0,522.0,2049.613334056731,10.668731800200849,160.96096996771794,0.5163707303706644
560,2021-08-05,95465426,95140,34621530,605404,328239523,92575.0,466.0,1486.4269508356256,7.110285287284318,141.8475792409578,0.0
561,2021-08-06,95465426,95140,34864519,605940,328239523,242989.0,536.0,2229.2421918326772,8.756410544709627,153.62246616220622,0.032008086791572576
562,2021-08-07,95465426,95140,34890364,606022,328239523,25845.0,82.0,210.0190128086555,0.6464749044629846,22.194487468398695,0.0
563,2021-08-08,95465426,95140,34906994,606054,328239523,16630.0,32.0,154.201850772333,0.4027936276813623,18.389841111127147,0.0
564,2021-08-09,95465426,95140,35111603,606692,328239523,204609.0,638.0,3316.2192807163815,12.236614697826493,167.91636173666203,0.7637902107463543
565,2021-08-10,95465426,95140,35219368,607486,328239523,107765.0,794.0,1984.7000224905364,16.301547968279934,148.05269216253882,2.5390420706162904
566,2021-08-11,95465426,95140,35340513,607755,328239523,121145.0,269.0,2134.129319099586,11.560306183346313,169.87206045652468,0.37978284175650806
567,2021-08-12,95465426,95140,35456983,608364,328239523,116470.0,609.0,1963.1368272926459,10.198520802453801,156.653074671986,0.14979112244795592
568,2021-08-13,95465426,95140,35730807,609216,328239523,273824.0,852.0,2715.280384308391,13.071183461363772,162.3012720123515,0.6823488192505438
569,2021-08-14,95465426,95140,35764955,609370,328239523,34148.0,154.0,310.7014476866226,0.9320024588454828,27.625494208465952,0.0
570,2021-08-15,95465426,95140,35784347,609415,328239523,19392.0,45.0,186.5050542945799,0.18113113203569106,22.076687677501283,0.0
571,2021-08-16,95465426,95140,36017930,610247,328239523,233583.0,832.0,3803.9299417632046,15.399406795954382,177.02983257197573,1.968537459759685
